customerinstallationid,hostname,machinetypecode
13597,plex-customer-support-uat-eaedb.m1phx1.jivehosted.com,dbeae
13597,plex-customer-support-uat-wa01.m1phx1.jivehosted.com,webapp
13598,screwfix-uat-cs01.m1ams1.jivehosted.com,cache
13598,screwfix-uat-wa01.m1ams1.jivehosted.com,webapp
13598,screwfix-uat-wa02.m1ams1.jivehosted.com,webapp
13598,screwfix-uat-db.m1ams1.jivehosted.com,dbvirtual
13602,bacardi-int-wa02.m1ams1.jivehosted.com,webapp
13602,bacardi-int-eae01.m1ams1.jivehosted.com,eaeservice
13602,bacardi-int-cs01.m1ams1.jivehosted.com,cache
13602,bacardi-int-wa01.m1ams1.jivehosted.com,webapp
13602,bacardi-int-eaedb.m1ams1.jivehosted.com,dbeae
13602,bacardi-int-db.m1ams1.jivehosted.com,dbvirtual
13603,thunder17275.m1phx1.jivehosted.com,thunder
13604,bacardi-int-uat-db.m1ams1.jivehosted.com,dbvirtual
13604,bacardi-int-uat-eae01.m1ams1.jivehosted.com,eaeservice
13604,bacardi-int-uat-wa01.m1ams1.jivehosted.com,webapp
13604,bacardi-int-uat-wa02.m1ams1.jivehosted.com,webapp
13604,bacardi-int-uat-eaedb.m1ams1.jivehosted.com,dbeae
13604,bacardi-int-uat-cs01.m1ams1.jivehosted.com,cache
13605,omers-wa01.m1ams1.jivehosted.com,webapp
13605,omers-eaedb.m1ams1.jivehosted.com,dbeae
13605,omers-eae01.m1ams1.jivehosted.com,eaeservice
13605,omers-db.m1ams1.jivehosted.com,dbvirtual
13605,omers-cs01.m1ams1.jivehosted.com,cache
13605,omers-wa02.m1ams1.jivehosted.com,webapp
13606,omers-uat-wa01.m1ams1.jivehosted.com,webapp
13606,omers-uat-wa02.m1ams1.jivehosted.com,webapp
13606,omers-uat-cs01.m1ams1.jivehosted.com,cache
13606,omers-uat-db.m1ams1.jivehosted.com,dbvirtual
13606,omers-uat-eaedb.m1ams1.jivehosted.com,dbeae
13606,omers-uat-eae01.m1ams1.jivehosted.com,eaeservice
13607,avanzo5-db.m1ams1.jivehosted.com,dbvirtual
13607,avanzo5-eaedb.m1ams1.jivehosted.com,dbeae
13607,avanzo5-eae01.m1ams1.jivehosted.com,eaeservice
13607,avanzo5-cs01.m1ams1.jivehosted.com,cache
13607,avanzo5-wa02.m1ams1.jivehosted.com,webapp
13607,avanzo5-wa01.m1ams1.jivehosted.com,webapp
13608,avanzo5-uat-eaedb.m1ams1.jivehosted.com,dbeae
13608,avanzo5-uat-db.m1ams1.jivehosted.com,dbvirtual
13608,avanzo5-uat-wa02.m1ams1.jivehosted.com,webapp
13608,avanzo5-uat-wa01.m1ams1.jivehosted.com,webapp
13608,avanzo5-uat-eae01.m1ams1.jivehosted.com,eaeservice
13608,avanzo5-uat-cs01.m1ams1.jivehosted.com,cache
13609,tableau-ext-wa02.m1phx1.jivehosted.com,webapp
13609,tableau-ext-wa01.m1phx1.jivehosted.com,webapp
13609,tableau-ext-cs01.m1phx1.jivehosted.com,cache
13609,tableau-ext-eae01.m1phx1.jivehosted.com,eaeservice
13609,tableau-ext-eaedb.m1phx1.jivehosted.com,dbeae
13609,tableau-ext-db.m1phx1.jivehosted.com,dbvirtual
13610,tableau-ext-uat-cs01.m1phx1.jivehosted.com,cache
13610,tableau-ext-uat-wa02.m1phx1.jivehosted.com,webapp
13610,tableau-ext-uat-wa01.m1phx1.jivehosted.com,webapp
13610,tableau-ext-uat-eaedb.m1phx1.jivehosted.com,dbeae
13610,tableau-ext-uat-db.m1phx1.jivehosted.com,dbvirtual
13610,tableau-ext-uat-eae01.m1phx1.jivehosted.com,eaeservice
13626,sap-mobile-uat-eae01.m1ams1.jivehosted.com,eaeservice
13626,sap-mobile-uat-eaedb.m1ams1.jivehosted.com,dbeae
13626,sap-mobile-uat-wa01.m1ams1.jivehosted.com,webapp
13626,sap-mobile-uat-db.m1ams1.jivehosted.com,dbvirtual
13626,sap-mobile-uat-wa02.m1ams1.jivehosted.com,webapp
13626,sap-mobile-uat-cs01.m1ams1.jivehosted.com,cache
13627,sap-mobile-eae01.m1ams1.jivehosted.com,eaeservice
13627,sap-mobile-cs01.m1ams1.jivehosted.com,cache
13627,sap-mobile-eaedb.m1ams1.jivehosted.com,dbeae
13627,sap-mobile-db.m1ams1.jivehosted.com,dbvirtual
13627,sap-mobile-wa01.m1ams1.jivehosted.com,webapp
13627,sap-mobile-wa02.m1ams1.jivehosted.com,webapp
13628,brands-db.m1ams1.jivehosted.com,dbvirtual
13628,brands-wa01.m1ams1.jivehosted.com,webapp
13628,brands-cs01.m1ams1.jivehosted.com,cache
13628,brands-wa02.m1ams1.jivehosted.com,webapp
13628,brands-eaedb.m1ams1.jivehosted.com,dbeae
13628,brands-eae01.m1ams1.jivehosted.com,eaeservice
13629,brands-uat-db.m1ams1.jivehosted.com,dbvirtual
13629,brands-uat-eae01.m1ams1.jivehosted.com,eaeservice
13629,brands-uat-wa01.m1ams1.jivehosted.com,webapp
13629,brands-uat-wa02.m1ams1.jivehosted.com,webapp
13629,brands-uat-eaedb.m1ams1.jivehosted.com,dbeae
13629,brands-uat-cs01.m1ams1.jivehosted.com,cache
13631,damcointernational-wa01.m1ams1.jivehosted.com,webapp
13631,damcointernational-eae01.m1ams1.jivehosted.com,eaeservice
13631,damcointernational-db.m1ams1.jivehosted.com,dbvirtual
13631,damcointernational-eaedb.m1ams1.jivehosted.com,dbeae
13631,damcointernational-wa02.m1ams1.jivehosted.com,webapp
13631,damcointernational-cs01.m1ams1.jivehosted.com,cache
13632,damcointernational-uat-wa02.m1ams1.jivehosted.com,webapp
13632,damcointernational-uat-eaedb.m1ams1.jivehosted.com,dbeae
13632,damcointernational-uat-eae01.m1ams1.jivehosted.com,eaeservice
13632,damcointernational-uat-db.m1ams1.jivehosted.com,dbvirtual
13632,damcointernational-uat-cs01.m1ams1.jivehosted.com,cache
13632,damcointernational-uat-wa01.m1ams1.jivehosted.com,webapp
13636,thunder17819.m1phx1.jivehosted.com,thunder
13641,millwardbrown-int-uat-cs01.m2phx1.jivehosted.com,cache
13641,millwardbrown-int-uat-wa02.m2phx1.jivehosted.com,webapp
13641,millwardbrown-int-uat-db.m2phx1.jivehosted.com,dbvirtual
13641,millwardbrown-int-uat-wa01.m2phx1.jivehosted.com,webapp
13641,millwardbrown-int-uat-eaedb.m2phx1.jivehosted.com,dbeae
13641,millwardbrown-int-uat-eae01.m2phx1.jivehosted.com,eaeservice
13643,enel-eae01.m1ams1.jivehosted.com,eaeservice
13643,enel-wa02.m1ams1.jivehosted.com,webapp
13643,enel-wa01.m1ams1.jivehosted.com,webapp
13643,enel-cs01.m1ams1.jivehosted.com,cache
13643,enel-eaedb.m1ams1.jivehosted.com,dbeae
13643,enel-db.m1ams1.jivehosted.com,dbvirtual
13644,enel-uat-eae01.m1ams1.jivehosted.com,eaeservice
13644,enel-uat-db.m1ams1.jivehosted.com,dbvirtual
13644,enel-uat-cs01.m1ams1.jivehosted.com,cache
13644,enel-uat-wa01.m1ams1.jivehosted.com,webapp
13644,enel-uat-eaedb.m1ams1.jivehosted.com,dbeae
13644,enel-uat-wa02.m1ams1.jivehosted.com,webapp
13652,givaudanag-wa01.m1ams1.jivehosted.com,webapp
13652,givaudanag-db.m1ams1.jivehosted.com,dbvirtual
13652,givaudanag-eae01.m1ams1.jivehosted.com,eaeservice
13652,givaudanag-eaedb.m1ams1.jivehosted.com,dbeae
13652,givaudanag-wa02.m1ams1.jivehosted.com,webapp
13652,givaudanag-cs01.m1ams1.jivehosted.com,cache
13653,givaudanag-uat-eaedb.m1ams1.jivehosted.com,dbeae
13653,givaudanag-uat-wa01.m1ams1.jivehosted.com,webapp
13653,givaudanag-uat-db.m1ams1.jivehosted.com,dbvirtual
13653,givaudanag-uat-wa02.m1ams1.jivehosted.com,webapp
13653,givaudanag-uat-cs01.m1ams1.jivehosted.com,cache
13653,givaudanag-uat-eae01.m1ams1.jivehosted.com,eaeservice
13656,pwc-llp-uk-ext-comm-eae01.m1ams1.jivehosted.com,eaeservice
13656,pwc-llp-uk-ext-comm-cs01.m1ams1.jivehosted.com,cache
13656,pwc-llp-uk-ext-comm-db.m1ams1.jivehosted.com,dbvirtual
13656,pwc-llp-uk-ext-comm-wa01.m1ams1.jivehosted.com,webapp
13656,pwc-llp-uk-ext-comm-wa02.m1ams1.jivehosted.com,webapp
13656,pwc-llp-uk-ext-comm-eaedb.m1ams1.jivehosted.com,dbeae
13673,lanecrawford-eae01.m1ams1.jivehosted.com,eaeservice
13673,lanecrawford-wa02.m1ams1.jivehosted.com,webapp
13673,lanecrawford-cs01.m1ams1.jivehosted.com,cache
13673,lanecrawford-wa01.m1ams1.jivehosted.com,webapp
13673,lanecrawford-db.m1ams1.jivehosted.com,dbvirtual
13673,lanecrawford-eaedb.m1ams1.jivehosted.com,dbeae
13674,lanecrawford-uat-wa02.m1ams1.jivehosted.com,webapp
13674,lanecrawford-uat-cs01.m1ams1.jivehosted.com,cache
13674,lanecrawford-uat-db.m1ams1.jivehosted.com,dbvirtual
13674,lanecrawford-uat-wa01.m1ams1.jivehosted.com,webapp
13674,lanecrawford-uat-eae01.m1ams1.jivehosted.com,eaeservice
13674,lanecrawford-uat-eaedb.m1ams1.jivehosted.com,dbeae
13675,alstomgrid-wa01.m1ams1.jivehosted.com,webapp
13675,alstomgrid-db.m1ams1.jivehosted.com,dbvirtual
13675,alstomgrid-eae01.m1ams1.jivehosted.com,eaeservice
13675,alstomgrid-wa02.m1ams1.jivehosted.com,webapp
13675,alstomgrid-cs01.m1ams1.jivehosted.com,cache
13675,alstomgrid-eaedb.m1ams1.jivehosted.com,dbeae
13676,alstomgrid-uat-wa01.m1ams1.jivehosted.com,webapp
13676,alstomgrid-uat-eaedb.m1ams1.jivehosted.com,dbeae
13676,alstomgrid-uat-eae01.m1ams1.jivehosted.com,eaeservice
13676,alstomgrid-uat-db.m1ams1.jivehosted.com,dbvirtual
13676,alstomgrid-uat-wa02.m1ams1.jivehosted.com,webapp
13676,alstomgrid-uat-cs01.m1ams1.jivehosted.com,cache
13677,axa-eaedb.m1ams1.jivehosted.com,dbeae
13677,axa-db.m1ams1.jivehosted.com,dbvirtual
13677,axa-wa02.m1ams1.jivehosted.com,webapp
13677,axa-eae01.m1ams1.jivehosted.com,eaeservice
13677,axa-cs01.m1ams1.jivehosted.com,cache
13677,axa-wa01.m1ams1.jivehosted.com,webapp
13678,axa-uat-cs01.m1ams1.jivehosted.com,cache
13678,axa-uat-eae01.m1ams1.jivehosted.com,eaeservice
13678,axa-uat-wa01.m1ams1.jivehosted.com,webapp
13678,axa-uat-eaedb.m1ams1.jivehosted.com,dbeae
13678,axa-uat-wa02.m1ams1.jivehosted.com,webapp
13678,axa-uat-db.m1ams1.jivehosted.com,dbvirtual
13679,isf-eaedb.m1ams1.jivehosted.com,dbeae
13679,isf-wa01.m1ams1.jivehosted.com,webapp
13679,isf-wa02.m1ams1.jivehosted.com,webapp
13679,isf-eae01.m1ams1.jivehosted.com,eaeservice
13679,isf-db.m1ams1.jivehosted.com,dbvirtual
13679,isf-cs01.m1ams1.jivehosted.com,cache
13680,isf-uat-eaedb.m1ams1.jivehosted.com,dbeae
13680,isf-uat-cs01.m1ams1.jivehosted.com,cache
13680,isf-uat-db.m1ams1.jivehosted.com,dbvirtual
13680,isf-uat-eae01.m1ams1.jivehosted.com,eaeservice
13680,isf-uat-wa01.m1ams1.jivehosted.com,webapp
13680,isf-uat-wa02.m1ams1.jivehosted.com,webapp
13686,thunder17739.m1phx1.jivehosted.com,thunder
13696,simosa-wa01.m1ams1.jivehosted.com,webapp
13696,simosa-eaedb.m1ams1.jivehosted.com,dbeae
13696,simosa-eae01.m1ams1.jivehosted.com,eaeservice
13696,simosa-cs01.m1ams1.jivehosted.com,cache
13696,simosa-wa02.m1ams1.jivehosted.com,webapp
13696,simosa-db.m1ams1.jivehosted.com,dbvirtual
13697,simosa-uat-eae01.m1ams1.jivehosted.com,eaeservice
13697,simosa-uat-db.m1ams1.jivehosted.com,dbvirtual
13697,simosa-uat-wa02.m1ams1.jivehosted.com,webapp
13697,simosa-uat-wa01.m1ams1.jivehosted.com,webapp
13697,simosa-uat-cs01.m1ams1.jivehosted.com,cache
13697,simosa-uat-eaedb.m1ams1.jivehosted.com,dbeae
13698,jtiukraine-wa01.m1ams1.jivehosted.com,webapp
13698,jtiukraine-eaedb.m1ams1.jivehosted.com,dbeae
13698,jtiukraine-wa02.m1ams1.jivehosted.com,webapp
13698,jtiukraine-cs01.m1ams1.jivehosted.com,cache
13698,jtiukraine-eae01.m1ams1.jivehosted.com,eaeservice
13698,jtiukraine-db.m1ams1.jivehosted.com,dbvirtual
13699,jtiukraine-uat-wa02.m1ams1.jivehosted.com,webapp
13699,jtiukraine-uat-eae01.m1ams1.jivehosted.com,eaeservice
13699,jtiukraine-uat-wa01.m1ams1.jivehosted.com,webapp
13699,jtiukraine-uat-db.m1ams1.jivehosted.com,dbvirtual
13699,jtiukraine-uat-cs01.m1ams1.jivehosted.com,cache
13699,jtiukraine-uat-eaedb.m1ams1.jivehosted.com,dbeae
13701,carrefour-vm-wa01.m1ams1.jivehosted.com,webapp
13701,carrefour-vm-wa02.m1ams1.jivehosted.com,webapp
13701,carrefour-vm-cs01.m1ams1.jivehosted.com,cache
13701,carrefour-vm-db.m1ams1.jivehosted.com,dbvirtual
13702,carrefour-vm-uat-cs01.m1ams1.jivehosted.com,cache
13702,carrefour-vm-uat-db.m1ams1.jivehosted.com,dbvirtual
13702,carrefour-vm-uat-wa02.m1ams1.jivehosted.com,webapp
13702,carrefour-vm-uat-wa01.m1ams1.jivehosted.com,webapp
13721,thunder17363.m1ams1.jivehosted.com,thunder
13727,thunder18433.m1ams1.jivehosted.com,thunder
13738,thunder17745.m1phx1.jivehosted.com,thunder
13750,thunder17323.m1phx1.jivehosted.com,thunder
13756,thunder17324.m1phx1.jivehosted.com,thunder
13757,pwc-llp-uk-ext-comm-uat-eaedb.m1ams1.jivehosted.com,dbeae
13757,pwc-llp-uk-ext-comm-uat-cs01.m1ams1.jivehosted.com,cache
13757,pwc-llp-uk-ext-comm-uat-wa01.m1ams1.jivehosted.com,webapp
13757,pwc-llp-uk-ext-comm-uat-eae01.m1ams1.jivehosted.com,eaeservice
13757,pwc-llp-uk-ext-comm-uat-wa02.m1ams1.jivehosted.com,webapp
13757,pwc-llp-uk-ext-comm-uat-db.m1ams1.jivehosted.com,dbvirtual
13758,aimia-wa02.m1phx1.jivehosted.com,webapp
13758,aimia-eaedb.m1phx1.jivehosted.com,dbeae
13758,aimia-wa01.m1phx1.jivehosted.com,webapp
13758,aimia-db.m1phx1.jivehosted.com,dbvirtual
13758,aimia-eae01.m1phx1.jivehosted.com,eaeservice
13758,aimia-cs01.m1phx1.jivehosted.com,cache
13759,aimia-uat-eaedb.m1phx1.jivehosted.com,dbeae
13759,aimia-uat-wa01.m1phx1.jivehosted.com,webapp
13759,aimia-uat-eae01.m1phx1.jivehosted.com,eaeservice
13759,aimia-uat-cs01.m1phx1.jivehosted.com,cache
13759,aimia-uat-wa02.m1phx1.jivehosted.com,webapp
13759,aimia-uat-db.m1phx1.jivehosted.com,dbvirtual
13760,thunder17143.m1phx1.jivehosted.com,thunder
13761,arm-holdings-db.m1ams1.jivehosted.com,dbvirtual
13761,arm-holdings-eaedb.m1ams1.jivehosted.com,dbeae
13761,arm-holdings-cs01.m1ams1.jivehosted.com,cache
13761,arm-holdings-wa02.m1ams1.jivehosted.com,webapp
13761,arm-holdings-wa01.m1ams1.jivehosted.com,webapp
13761,arm-holdings-eae01.m1ams1.jivehosted.com,eaeservice
13762,arm-holdings-uat-eaedb.m1ams1.jivehosted.com,dbeae
13762,arm-holdings-uat-eae01.m1ams1.jivehosted.com,eaeservice
13762,arm-holdings-uat-wa01.m1ams1.jivehosted.com,webapp
13762,arm-holdings-uat-wa02.m1ams1.jivehosted.com,webapp
13762,arm-holdings-uat-db.m1ams1.jivehosted.com,dbvirtual
13762,arm-holdings-uat-cs01.m1ams1.jivehosted.com,cache
13763,pwc-llc-uk-uat2-wa01.m1ams1.jivehosted.com,webapp
13763,pwc-llc-uk-uat2-cs01.m1ams1.jivehosted.com,cache
13763,pwc-llc-uk-uat2-eae01.m1ams1.jivehosted.com,eaeservice
13763,pwc-llc-uk-uat2-eaedb.m1ams1.jivehosted.com,dbeae
13763,pwc-llc-uk-uat2-wa02.m1ams1.jivehosted.com,webapp
13763,pwc-llc-uk-uat2-db.m1ams1.jivehosted.com,dbvirtual
13764,plex-systems-employee-cs01.m1phx1.jivehosted.com,cache
13764,plex-systems-employee-eaedb.m1phx1.jivehosted.com,dbeae
13764,plex-systems-employee-wa01.m1phx1.jivehosted.com,webapp
13764,plex-systems-employee-db.m1phx1.jivehosted.com,dbvirtual
13764,plex-systems-employee-eae01.m1phx1.jivehosted.com,eaeservice
13764,plex-systems-employee-wa02.m1phx1.jivehosted.com,webapp
13765,plex-systems-employee-uat-db.m1phx1.jivehosted.com,dbvirtual
13765,plex-systems-employee-uat-wa02.m1phx1.jivehosted.com,webapp
13765,plex-systems-employee-uat-wa01.m1phx1.jivehosted.com,webapp
13765,plex-systems-employee-uat-cs01.m1phx1.jivehosted.com,cache
13765,plex-systems-employee-uat-eae01.m1phx1.jivehosted.com,eaeservice
13765,plex-systems-employee-uat-eaedb.m1phx1.jivehosted.com,dbeae
13766,bcg-int-wa02.m1phx1.jivehosted.com,webapp
13766,bcg-int-db.m1phx1.jivehosted.com,dbvirtual
13766,bcg-int-wa01.m1phx1.jivehosted.com,webapp
13766,bcg-int-eae01.m1phx1.jivehosted.com,eaeservice
13766,bcg-int-eaedb.m1phx1.jivehosted.com,dbeae
13766,bcg-int-cs01.m1phx1.jivehosted.com,cache
13767,bcg-int-uat-wa01.m1phx1.jivehosted.com,webapp
13767,bcg-int-uat-db.m1phx1.jivehosted.com,dbvirtual
13767,bcg-int-uat-eaedb.m1phx1.jivehosted.com,dbeae
13767,bcg-int-uat-cs01.m1phx1.jivehosted.com,cache
13767,bcg-int-uat-eae01.m1phx1.jivehosted.com,eaeservice
13767,bcg-int-uat-wa02.m1phx1.jivehosted.com,webapp
13768,cbaustralia-ext-wa01.m1phx1.jivehosted.com,webapp
13768,cbaustralia-ext-eae01.m1phx1.jivehosted.com,eaeservice
13768,cbaustralia-ext-eaedb.m1phx1.jivehosted.com,dbeae
13768,cbaustralia-ext-wa02.m1phx1.jivehosted.com,webapp
13768,cbaustralia-ext-cs01.m1phx1.jivehosted.com,cache
13768,cbaustralia-ext-db.m1phx1.jivehosted.com,dbvirtual
13769,cbaustralia-ext-uat-wa01.m1phx1.jivehosted.com,webapp
13769,cbaustralia-ext-uat-eae01.m1phx1.jivehosted.com,eaeservice
13769,cbaustralia-ext-uat-cs01.m1phx1.jivehosted.com,cache
13769,cbaustralia-ext-uat-eaedb.m1phx1.jivehosted.com,dbeae
13769,cbaustralia-ext-uat-wa02.m1phx1.jivehosted.com,webapp
13769,cbaustralia-ext-uat-db.m1phx1.jivehosted.com,dbvirtual
13771,ehi-int-eae01.m1phx1.jivehosted.com,eaeservice
13771,ehi-int-eaedb.m1phx1.jivehosted.com,dbeae
13771,ehi-int-wa01.m1phx1.jivehosted.com,webapp
13771,ehi-int-cs01.m1phx1.jivehosted.com,cache
13771,ehi-int-wa02.m1phx1.jivehosted.com,webapp
13771,ehi-int-db.m1phx1.jivehosted.com,dbvirtual
13771,ehi-int-wa03.m1phx1.jivehosted.com,webapp
13772,ehi-int-uat-wa02.m1phx1.jivehosted.com,webapp
13772,ehi-int-uat-db.m1phx1.jivehosted.com,dbvirtual
13772,ehi-int-uat-wa01.m1phx1.jivehosted.com,webapp
13772,ehi-int-uat-eaedb.m1phx1.jivehosted.com,dbeae
13772,ehi-int-uat-cs01.m1phx1.jivehosted.com,cache
13772,ehi-int-uat-eae01.m1phx1.jivehosted.com,eaeservice
13773,csagoup-wa02.m1phx1.jivehosted.com,webapp
13773,csagoup-eae01.m1phx1.jivehosted.com,eaeservice
13773,csagoup-eaedb.m1phx1.jivehosted.com,dbeae
13773,csagoup-db.m1phx1.jivehosted.com,dbvirtual
13773,csagoup-wa01.m1phx1.jivehosted.com,webapp
13773,csagoup-cs01.m1phx1.jivehosted.com,cache
13774,csagroup-qa-eaedb.m1phx1.jivehosted.com,dbeae
13774,csagroup-qa-eae01.m1phx1.jivehosted.com,eaeservice
13774,csagroup-qa-db.m1phx1.jivehosted.com,dbvirtual
13774,csagroup-qa-wa02.m1phx1.jivehosted.com,webapp
13774,csagroup-qa-wa01.m1phx1.jivehosted.com,webapp
13774,csagroup-qa-cs01.m1phx1.jivehosted.com,cache
13797,thunder17157.m1phx1.jivehosted.com,thunder
13800,thunder17339.m1phx1.jivehosted.com,thunder
13832,thunder17429.m1ams1.jivehosted.com,thunder
13844,thunder17777.m1phx1.jivehosted.com,thunder
13868,thunder18494.m1ams1.jivehosted.com,thunder
13876,thunder17894.m1phx1.jivehosted.com,thunder
13880,thunder17188.m1phx1.jivehosted.com,thunder
13905,thunder17203.m1phx1.jivehosted.com,thunder
13919,northwestern-eaedb.m1phx1.jivehosted.com,dbeae
13919,northwestern-wa03.m1phx1.jivehosted.com,webapp
13919,northwestern-eae01.m1phx1.jivehosted.com,eaeservice
13919,northwestern-wa01.m1phx1.jivehosted.com,webapp
13919,northwestern-wa02.m1phx1.jivehosted.com,webapp
13919,northwestern-cs01.m1phx1.jivehosted.com,cache
13919,northwestern-db.m1phx1.jivehosted.com,dbvirtual
13930,thunder17209.m1phx1.jivehosted.com,thunder
13976,thunder17939.m1phx1.jivehosted.com,thunder
13977,thunder17241.m1phx1.jivehosted.com,thunder
14036,northwestern-uat-cs01.m1phx1.jivehosted.com,cache
14036,northwestern-uat-eae01.m1phx1.jivehosted.com,eaeservice
14036,northwestern-uat-wa02.m1phx1.jivehosted.com,webapp
14036,northwestern-uat-db.m1phx1.jivehosted.com,dbvirtual
14036,northwestern-uat-wa01.m1phx1.jivehosted.com,webapp
14036,northwestern-uat-eaedb.m1phx1.jivehosted.com,dbeae
14063,thunder17958.m1phx1.jivehosted.com,thunder
14077,thunder17965.m1phx1.jivehosted.com,thunder
14085,bridgepoint-education-wa02.m1phx1.jivehosted.com,webapp
14085,bridgepoint-education-cs01.m1phx1.jivehosted.com,cache
14085,bridgepoint-education-wa01.m1phx1.jivehosted.com,webapp
14085,bridgepoint-education-eaedb.m1phx1.jivehosted.com,dbeae
14085,bridgepoint-education-db.m1phx1.jivehosted.com,dbvirtual
14085,bridgepoint-education-eae01.m1phx1.jivehosted.com,eaeservice
14086,bridgepoint-education-uat-db.m1phx1.jivehosted.com,dbvirtual
14086,bridgepoint-education-uat-eaedb.m1phx1.jivehosted.com,dbeae
14086,bridgepoint-education-uat-wa01.m1phx1.jivehosted.com,webapp
14086,bridgepoint-education-uat-wa02.m1phx1.jivehosted.com,webapp
14086,bridgepoint-education-uat-eae01.m1phx1.jivehosted.com,eaeservice
14086,bridgepoint-education-uat-cs01.m1phx1.jivehosted.com,cache
14088,overlandstorage-public-eae01.m1phx1.jivehosted.com,eaeservice
14088,overlandstorage-public-cs01.m1phx1.jivehosted.com,cache
14088,overlandstorage-public-db.m1phx1.jivehosted.com,dbvirtual
14088,overlandstorage-public-eaedb.m1phx1.jivehosted.com,dbeae
14088,overlandstorage-public-wa02.m1phx1.jivehosted.com,webapp
14088,overlandstorage-public-wa01.m1phx1.jivehosted.com,webapp
14089,overlandstorage-public-uat-wa01.m1phx1.jivehosted.com,webapp
14089,overlandstorage-public-uat-eae01.m1phx1.jivehosted.com,eaeservice
14089,overlandstorage-public-uat-cs01.m1phx1.jivehosted.com,cache
14089,overlandstorage-public-uat-db.m1phx1.jivehosted.com,dbvirtual
14089,overlandstorage-public-uat-wa02.m1phx1.jivehosted.com,webapp
14089,overlandstorage-public-uat-eaedb.m1phx1.jivehosted.com,dbeae
14090,pharos-systems-portal-db.m1phx1.jivehosted.com,dbvirtual
14090,pharos-systems-portal-eae01.m1phx1.jivehosted.com,eaeservice
14090,pharos-systems-portal-wa01.m1phx1.jivehosted.com,webapp
14090,pharos-systems-portal-eaedb.m1phx1.jivehosted.com,dbeae
14090,pharos-systems-portal-cs01.m1phx1.jivehosted.com,cache
14090,pharos-systems-portal-wa02.m1phx1.jivehosted.com,webapp
14091,pharos-systems-portal-uat-eae01.m1phx1.jivehosted.com,eaeservice
14091,pharos-systems-portal-uat-cs01.m1phx1.jivehosted.com,cache
14091,pharos-systems-portal-uat-wa01.m1phx1.jivehosted.com,webapp
14091,pharos-systems-portal-uat-db.m1phx1.jivehosted.com,dbvirtual
14091,pharos-systems-portal-uat-eaedb.m1phx1.jivehosted.com,dbeae
14091,pharos-systems-portal-uat-wa02.m1phx1.jivehosted.com,webapp
14092,ventyx-wa02.m1phx1.jivehosted.com,webapp
14092,ventyx-eae01.m1phx1.jivehosted.com,eaeservice
14092,ventyx-wa01.m1phx1.jivehosted.com,webapp
14092,ventyx-eaedb.m1phx1.jivehosted.com,dbeae
14092,ventyx-db.m1phx1.jivehosted.com,dbvirtual
14092,ventyx-cs01.m1phx1.jivehosted.com,cache
14093,ventyx-uat-wa02.m1phx1.jivehosted.com,webapp
14093,ventyx-uat-eaedb.m1phx1.jivehosted.com,dbeae
14093,ventyx-uat-cs01.m1phx1.jivehosted.com,cache
14093,ventyx-uat-db.m1phx1.jivehosted.com,dbvirtual
14093,ventyx-uat-wa01.m1phx1.jivehosted.com,webapp
14093,ventyx-uat-eae01.m1phx1.jivehosted.com,eaeservice
14094,thunderhead-ext-comm-eae01.m1phx1.jivehosted.com,eaeservice
14094,thunderhead-ext-comm-wa02.m1phx1.jivehosted.com,webapp
14094,thunderhead-ext-comm-cs01.m1phx1.jivehosted.com,cache
14094,thunderhead-ext-comm-eaedb.m1phx1.jivehosted.com,dbeae
14094,thunderhead-ext-comm-db.m1phx1.jivehosted.com,dbvirtual
14094,thunderhead-ext-comm-wa01.m1phx1.jivehosted.com,webapp
14095,thunderhead-ext-comm-uat-eae01.m1phx1.jivehosted.com,eaeservice
14095,thunderhead-ext-comm-uat-wa02.m1phx1.jivehosted.com,webapp
14095,thunderhead-ext-comm-uat-cs01.m1phx1.jivehosted.com,cache
14095,thunderhead-ext-comm-uat-eaedb.m1phx1.jivehosted.com,dbeae
14095,thunderhead-ext-comm-uat-db.m1phx1.jivehosted.com,dbvirtual
14095,thunderhead-ext-comm-uat-wa01.m1phx1.jivehosted.com,webapp
14127,thunder17848.m1phx1.jivehosted.com,thunder
14143,thunder17852.m1phx1.jivehosted.com,thunder
14145,autotrader-wa01.m1phx1.jivehosted.com,webapp
